#19201-19500 Amani 19501-19800 Atal'ai 19801-20100 Razorbranch 20101-20400 Firetree  20401-20700 Mossflayer 20701-21000 Revantusk 21001-21300 Vilebrach 21301-21600 Shadowpine 21601-21900 Whitebark 21901-22200 Bloodscalp
#22201-22500 Darkspear 22501-22800 Gurubashi 22801-23100 Shatterspear 23101-23400 Drakkari 23401-23700 Frostmane 23701-24000 Sandfury 24001-24300 Smolderthorn 24301-24600 Shadowglen 24601-24900 Winterax 
#24901-25200 Winterfang 25201-25500 Shadowtooth 25501-25700 Zandalari 25701-26000 Zulian 26001-26300 Razzashi

#Dynasties 19001 - 19200 used for named troll characters


23641 = { name = "Imani" culture = frostmane }
23642 = { name = "Imari" culture = frostmane }
23643 = { name = "Jabari" culture = frostmane }
23644 = { name = "Jaheem" culture = frostmane }
23645 = { name = "Jaz" culture = frostmane }
23646 = { name = "Jelani" culture = frostmane }
23647 = { name = "Jojo" culture = frostmane }
23648 = { name = "Kanye" culture = frostmane }
23649 = { name = "Kenya" culture = frostmane }
23650 = { name = "Azikiwe" culture = frostmane }
23651 = { name = "Awolowo" culture = frostmane }
23652 = { name = "Bello" culture = frostmane }
23653 = { name = "Balewa" culture = frostmane }
23654 = { name = "Akintola" culture = frostmane }
23655 = { name = "Okotie-Eboh" culture = frostmane }
23656 = { name = "Nzeogwu" culture = frostmane }
23658 = { name = "Onwuatuegwu" culture = frostmane }
23659 = { name = "Okafor" culture = frostmane }
23660 = { name = "Okereke" culture = frostmane }
23661 = { name = "Okeke" culture = frostmane }
23662 = { name = "Okonkwo" culture = frostmane }
23663 = { name = "Okoye" culture = frostmane }
23664 = { name = "Okorie" culture = frostmane }
23665 = { name = "Obasanjo" culture = frostmane }
23666 = { name = "Babangida" culture = frostmane }
23667 = { name = "Buhari" culture = frostmane }
23668 = { name = "Dimka" culture = frostmane }
23669 = { name = "Diya" culture = frostmane }
23670 = { name = "Odili" culture = frostmane }
23671 = { name = "Ibori" culture = frostmane }
23672 = { name = "Igbinedion" culture = frostmane }
23673 = { name = "Alamiyeseigha" culture = frostmane }
23674 = { name = "Yar'adua" culture = frostmane }
23675 = { name = "Akpabio" culture = frostmane }
23676 = { name = "Attah" culture = frostmane }
23677 = { name = "Chukwumereije" culture = frostmane }
23678 = { name = "Akunyili" culture = frostmane }
23679 = { name = "Iweala" culture = frostmane }
23680 = { name = "Okonjo" culture = frostmane }
23681 = { name = "Ezekwesili" culture = frostmane }
23682 = { name = "Achebe" culture = frostmane }
23683 = { name = "Soyinka" culture = frostmane }
23684 = { name = "Solarin" culture = frostmane }
23685 = { name = "Gbadamosi" culture = frostmane }
23686 = { name = "Olanrewaju" culture = frostmane }
23687 = { name = "Magoro" culture = frostmane }
23688 = { name = "Madaki" culture = frostmane }
23689 = { name = "Jang" culture = frostmane }
23690 = { name = "Oyinlola" culture = frostmane }
23691 = { name = "Oyenusi" culture = frostmane }
23692 = { name = "Onejekwe" culture = frostmane }
23693 = { name = "Onwudine" culture = frostmane }
23694 = { name = "Jakande" culture = frostmane }
23695 = { name = "Kalejaiye" culture = frostmane }
23696 = { name = "Igwe" culture = frostmane }
23697 = { name = "Eze" culture = frostmane }
23698 = { name = "Obi" culture = frostmane }
23699 = { name = "Ngige" culture = frostmane }
23700 = { name = "Uba" culture = frostmane }



23701 = { name = "Armorai" culture = sandfury }
23702 = { name = "Pogine" culture = sandfury }
23703 = { name = "Talaniji" culture = sandfury }
23704 = { name = "Ilatike" culture = sandfury }
23705 = { name = "Nagetza" culture = sandfury }
23706 = { name = "Vetla" culture = sandfury }
23707 = { name = "Tajani" culture = sandfury }
23708 = { name = "Tregweni" culture = sandfury }
23709 = { name = "Valakidu" culture = sandfury }
23710 = { name = "Zebuwa" culture = sandfury }
23711 = { name = "Armani" culture = sandfury }
23712 = { name = "Berwandi" culture = sandfury }
23713 = { name = "Huntani" culture = sandfury }
23714 = { name = "Kontala" culture = sandfury }
23715 = { name = "Gyatsu" culture = sandfury }
23716 = { name = "Zuldani" culture = sandfury }
23717 = { name = "Makari" culture = sandfury }
23718 = { name = "Barraki" culture = sandfury }
23719 = { name = "Tsanami" culture = sandfury }
23720 = { name = "Bwotswani" culture = sandfury }
23721 = { name = "Mossami" culture = sandfury }
23722 = { name = "Mossa" culture = sandfury }
23723 = { name = "Nzala" culture = sandfury }
23724 = { name = "Mbakala" culture = sandfury }
23725 = { name = "Tzala" culture = sandfury }
23726 = { name = "Zora" culture = sandfury }
23727 = { name = "Bandbani" culture = sandfury }
23728 = { name = "Terojin" culture = sandfury }
23729 = { name = "Tonami" culture = sandfury }
23730 = { name = "Uchi'hala" culture = sandfury }
23731 = { name = "Ala'tor" culture = sandfury }
23732 = { name = "Sala'jin" culture = sandfury }
23733 = { name = "Tol'gashi" culture = sandfury }
23734 = { name = "Val'jin" culture = sandfury }
23735 = { name = "Val'jala" culture = sandfury }
23736 = { name = "Val'daka" culture = sandfury }
23737 = { name = "Putikala" culture = sandfury }
23738 = { name = "Xuhala" culture = sandfury }
23739 = { name = "Xuhanaka" culture = sandfury }
23740 = { name = "Ostawa" culture = sandfury }
23741 = { name = "Ostawana" culture = sandfury }
23742 = { name = "Ostmawi" culture = sandfury }
23743 = { name = "Dkana" culture = sandfury }
23744 = { name = "Arakana" culture = sandfury }
23745 = { name = "Garakana" culture = sandfury }
23746 = { name = "Grakhana" culture = sandfury }
23747 = { name = "Makarena" culture = sandfury }
23748 = { name = "Malakara" culture = sandfury }
23749 = { name = "Tonamala" culture = sandfury }
23750 = { name = "Bwotsugala" culture = sandfury }
23751 = { name = "Motani" culture = sandfury }
23752 = { name = "Motami" culture = sandfury }
23753 = { name = "Nasrani" culture = sandfury }
23754 = { name = "Dkala" culture = sandfury }
23755 = { name = "Ukhala" culture = sandfury }
23756 = { name = "Ughandi" culture = sandfury }
23757 = { name = "Maldambi" culture = sandfury }
23758 = { name = "Maldonambi" culture = sandfury }
23759 = { name = "Kuretaka" culture = sandfury }
23760 = { name = "Hala" culture = sandfury }
23761 = { name = "Velkahala" culture = sandfury }
23762 = { name = "Malahala" culture = sandfury }
23763 = { name = "Zambala" culture = sandfury }
23764 = { name = "Foreva" culture = sandfury }
23765 = { name = "T'chkani" culture = sandfury }
23766 = { name = "T'pkala" culture = sandfury }
23767 = { name = "Zalajin" culture = sandfury }
23768 = { name = "Zalan'jin" culture = sandfury }
23769 = { name = "Zemba" culture = sandfury }
23770 = { name = "Zebala" culture = sandfury }
23771 = { name = "Zebawala" culture = sandfury }
23772 = { name = "Zekonjin" culture = sandfury }
23773 = { name = "Zantala" culture = sandfury }
23774 = { name = "Zurawana" culture = sandfury }
23775 = { name = "Zalewana" culture = sandfury }
23776 = { name = "Zakarawana" culture = sandfury }
23777 = { name = "Mbuka" culture = sandfury }
23778 = { name = "Ntuka" culture = sandfury }
23779 = { name = "Tskala" culture = sandfury }
23780 = { name = "Tiskala" culture = sandfury }
23781 = { name = "Walazamin" culture = sandfury }
23782 = { name = "Warazana" culture = sandfury }
23783 = { name = "Kazarjin" culture = sandfury }
23784 = { name = "Alkahalu" culture = sandfury }
23785 = { name = "Wzala" culture = sandfury }
23786 = { name = "Ktalu" culture = sandfury }
23787 = { name = "Wtalu" culture = sandfury }
23788 = { name = "Zebudalu" culture = sandfury }
23789 = { name = "Anadalu" culture = sandfury }
23790 = { name = "Dakari" culture = sandfury }
23791 = { name = "Kahirari" culture = sandfury }
23792 = { name = "Xuljin" culture = sandfury }
23793 = { name = "Xuhana" culture = sandfury }
23794 = { name = "Mbekala" culture = sandfury }
23795 = { name = "Terokala" culture = sandfury }
23796 = { name = "Wandalu" culture = sandfury }
23797 = { name = "Pomeranu" culture = sandfury }
23798 = { name = "Nkali" culture = sandfury }
23799 = { name = "Zantalajin" culture = sandfury }
23800 = { name = "Zebrajin" culture = sandfury }
23801 = { name = "Al'jibo" culture = sandfury }
23802 = { name = "Arrowtusk" culture = sandfury }
23803 = { name = "Bag'go" culture = sandfury }
23804 = { name = "Bastoon" culture = sandfury }
23805 = { name = "Windswatcher" culture = sandfury }
23806 = { name = "Beastwalker" culture = sandfury }
23807 = { name = "Steadfast" culture = sandfury }
23808 = { name = "Blazeweaver" culture = sandfury }
23809 = { name = "Bloodfrenzy" culture = sandfury }
23810 = { name = "Bloodteeth" culture = sandfury }
23811 = { name = "Bloodtusk" culture = sandfury }
23812 = { name = "Brokenspear" culture = sandfury }
23813 = { name = "Darktusk" culture = sandfury }
23814 = { name = "Drakebane" culture = sandfury }
23815 = { name = "Flamecaller" culture = sandfury }
23816 = { name = "Flamekeeper" culture = sandfury }
23817 = { name = "Firetusk" culture = sandfury }
23818 = { name = "Firewarder" culture = sandfury }
23819 = { name = "Gadrin" culture = sandfury }
23820 = { name = "Golomojo" culture = sandfury }
23821 = { name = "Grimtusk" culture = sandfury }
23822 = { name = "Blood Drinker" culture = sandfury }
23823 = { name = "Bloodfury" culture = sandfury }
23824 = { name = "Bloodlord" culture = sandfury }
23825 = { name = "Bloodrager" culture = sandfury }
23826 = { name = "Bloodrider" culture = sandfury }
23827 = { name = "Headhunter" culture = sandfury }
23828 = { name = "Hexxer" culture = sandfury }
23829 = { name = "Headsplitter" culture = sandfury }
23830 = { name = "Gutwrench" culture = sandfury }
23831 = { name = "Shadowcaster" culture = sandfury }
23832 = { name = "Seadog" culture = sandfury }
23833 = { name = "Hexx" culture = sandfury }
23834 = { name = "Hexxen" culture = sandfury }
23835 = { name = "Mojo" culture = sandfury }
23836 = { name = "Ji'ro" culture = sandfury }
23837 = { name = "Soulripper" culture = sandfury }
23838 = { name = "Duskwhisperer" culture = sandfury }
23839 = { name = "Longeye" culture = sandfury }
23840 = { name = "Manslayer" culture = sandfury }
23841 = { name = "Mandoom" culture = sandfury }
23842 = { name = "Manbane" culture = sandfury }
23843 = { name = "Flame Eater" culture = sandfury }
23844 = { name = "Dismantler" culture = sandfury }
23845 = { name = "Mordune" culture = sandfury }
23846 = { name = "Mossmeld" culture = sandfury }
23847 = { name = "Nightfang" culture = sandfury }
23848 = { name = "Loa-singer" culture = sandfury }
23849 = { name = "Spotter" culture = sandfury }
23850 = { name = "Shakko" culture = sandfury }
23851 = { name = "Toxifier" culture = sandfury }
23852 = { name = "Steeltusk" culture = sandfury }
23853 = { name = "Stonetusk" culture = sandfury }
23854 = { name = "Stormweaver" culture = sandfury }
23855 = { name = "Lifegrower" culture = sandfury }
23856 = { name = "Starcaller" culture = sandfury }
23857 = { name = "Thornhide" culture = sandfury }
23858 = { name = "Ironshaper" culture = sandfury }
23859 = { name = "Patchmonger" culture = sandfury }
23860 = { name = "Thundercall" culture = sandfury }
23861 = { name = "Two-Tusk" culture = sandfury }
23862 = { name = "Elementalist" culture = sandfury }
23863 = { name = "Vandal" culture = sandfury }
23864 = { name = "Sadist" culture = sandfury }
23865 = { name = "Zurani" culture = sandfury }
23866 = { name = "Eaglebane" culture = sandfury }
23867 = { name = "Two-Toes" culture = sandfury }
23868 = { name = "Hideskinner" culture = sandfury }
23869 = { name = "Scalper" culture = sandfury }
23870 = { name = "Warpbranch" culture = sandfury }
23871 = { name = "Gutchewer" culture = sandfury }
23872 = { name = "Subduer" culture = sandfury }
23873 = { name = "Gulkan" culture = sandfury }
23874 = { name = "Skullcrusher" culture = sandfury }
23875 = { name = "Ramuk" culture = sandfury }
23876 = { name = "Soothsayer" culture = sandfury }
23877 = { name = "Berserker" culture = sandfury }
23878 = { name = "Springbringer" culture = sandfury }
23879 = { name = "Elvenbane" culture = sandfury }
23880 = { name = "Elfeater" culture = sandfury }
23881 = { name = "Thunala" culture = sandfury }
23882 = { name = "Mbeki" culture = sandfury }
23883 = { name = "T'kani" culture = sandfury }
23884 = { name = "Lurakana" culture = sandfury }
23885 = { name = "Asnali" culture = sandfury }
23886 = { name = "Tetuleme" culture = sandfury }
23887 = { name = "Ruksaki" culture = sandfury }
23888 = { name = "Fenri" culture = sandfury }
23889 = { name = "Ndeku" culture = sandfury }
23890 = { name = "I'neku" culture = sandfury }
23891 = { name = "Tawani" culture = sandfury }
23892 = { name = "Tarawi" culture = sandfury }
23893 = { name = "Tarawami" culture = sandfury }
23894 = { name = "Osnetala" culture = sandfury }
23895 = { name = "Tsungu" culture = sandfury }
23896 = { name = "Mbungu" culture = sandfury }
23897 = { name = "Dnungu" culture = sandfury }
23898 = { name = "Pnungu" culture = sandfury }
23899 = { name = "Kari" culture = sandfury }
23900 = { name = "Nosekari" culture = sandfury }
23901 = { name = "Ajanlekoko" culture = sandfury }
23902 = { name = "Ormiata" culture = sandfury }
23903 = { name = "Apeloko" culture = sandfury }
23904 = { name = "Abimbola" culture = sandfury }
23905 = { name = "Abioye" culture = sandfury }
23906 = { name = "Adebowale" culture = sandfury }
23907 = { name = "Adisa" culture = sandfury }
23908 = { name = "Afia" culture = sandfury }
23909 = { name = "Afolabi" culture = sandfury }
23910 = { name = "Afua" culture = sandfury }
23911 = { name = "Akachi" culture = sandfury }
23912 = { name = "Akinyi" culture = sandfury }
23913 = { name = "Akua" culture = sandfury }
23914 = { name = "Baako" culture = sandfury }
23915 = { name = "Babajide" culture = sandfury }
23916 = { name = "Babak" culture = sandfury }
23917 = { name = "Babatunde" culture = sandfury }
23918 = { name = "Babette" culture = sandfury }
23919 = { name = "Chiamaka" culture = sandfury }
23920 = { name = "Chibuzo" culture = sandfury }
23921 = { name = "Chidike" culture = sandfury }
23922 = { name = "Cidubem" culture = sandfury }
23923 = { name = "Chike" culture = sandfury }
23924 = { name = "Chikelu" culture = sandfury }
23925 = { name = "Chikere" culture = sandfury }
23926 = { name = "Chipo" culture = sandfury }
23927 = { name = "Chuks" culture = sandfury }
23929 = { name = "Chukwuemeka" culture = sandfury }
23930 = { name = "Ekua" culture = sandfury }
23931 = { name = "Emeka" culture = sandfury }
23932 = { name = "Emem" culture = sandfury }
23933 = { name = "Faraji" culture = sandfury }
23934 = { name = "Femi" culture = sandfury }
23935 = { name = "Folami" culture = sandfury }
23936 = { name = "Fumnaya" culture = sandfury }
23937 = { name = "Furaha" culture = sandfury }
23938 = { name = "Ife" culture = sandfury }
23939 = { name = "Imamu" culture = sandfury }
23940 = { name = "Manslayer" culture = sandfury }
23941 = { name = "Imani" culture = sandfury }
23942 = { name = "Imari" culture = sandfury }
23943 = { name = "Jabari" culture = sandfury }
23944 = { name = "Jaheem" culture = sandfury }
23945 = { name = "Jaz" culture = sandfury }
23946 = { name = "Jelani" culture = sandfury }
23947 = { name = "Jojo" culture = sandfury }
23948 = { name = "Kanye" culture = sandfury }
23949 = { name = "Kenya" culture = sandfury }
23950 = { name = "Azikiwe" culture = sandfury }
23951 = { name = "Awolowo" culture = sandfury }
23952 = { name = "Bello" culture = sandfury }
23953 = { name = "Balewa" culture = sandfury }
23954 = { name = "Akintola" culture = sandfury }
23955 = { name = "Okotie-Eboh" culture = sandfury }
23956 = { name = "Nzeogwu" culture = sandfury }
23958 = { name = "Onwuatuegwu" culture = sandfury }
23959 = { name = "Okafor" culture = sandfury }
23960 = { name = "Okereke" culture = sandfury }
23961 = { name = "Okeke" culture = sandfury }
23962 = { name = "Okonkwo" culture = sandfury }
23963 = { name = "Okoye" culture = sandfury }
23964 = { name = "Okorie" culture = sandfury }
23965 = { name = "Obasanjo" culture = sandfury }
23966 = { name = "Babangida" culture = sandfury }
23967 = { name = "Buhari" culture = sandfury }
23968 = { name = "Dimka" culture = sandfury }
23969 = { name = "Diya" culture = sandfury }
23970 = { name = "Odili" culture = sandfury }
23971 = { name = "Ibori" culture = sandfury }
23972 = { name = "Igbinedion" culture = sandfury }
23973 = { name = "Alamiyeseigha" culture = sandfury }
